KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T000847001,T000847002,T000847003,T000847004,T000847005,T000847006,T000847007,T000847008,T000847009,T000847010,T000847011,T000847012,T000847013,T000847014,T000847015,T000847016,T000847017,T000847018,T000847019,T000847020,T000847021,T000847022,T000847023,T000847024,T000847025,T000847026,T000847027,T000847028,T000847029,T000847030,T000847031,T000847032,T000847033,T000847034,T000847035,T000847036,T000847037,T000847038,T000847039,T000847040,T000847041
533802894,0,,,14,5,9,1,0,1,13,5,8,9,4,5,13,5,8,4,1,3,2,0,2,0,0,0,7,7,3,1,3,0,0,0,0,4,4,0,1,3,0,2,0
533802962,2,533802964,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533802964,1,,533802962,8,3,5,0,0,0,15,7,8,5,3,2,15,7,8,10,4,6,7,2,5,0,0,0,5,5,3,3,2,0,0,0,0,5,5,0,0,7,0,3,2
533802971,2,533802983,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533802972,2,533802983,,6,1,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533802974,2,533802983,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533802982,0,,,12,8,4,0,0,0,12,8,4,3,3,0,12,8,4,9,5,4,6,3,3,0,0,0,10,10,8,2,0,0,0,0,0,2,2,0,0,7,0,5,2
533802983,1,,533802971;533802972;533802974,5,2,3,0,0,0,15,5,10,2,0,2,15,5,10,13,5,8,9,3,6,0,0,0,3,3,5,5,0,0,0,0,0,5,5,0,0,8,0,3,5
533802984,1,,533802874,11,5,6,1,0,1,15,7,8,10,5,5,15,7,8,5,2,3,3,1,2,0,0,0,4,4,1,1,0,2,1,0,0,4,2,2,0,3,0,0,0
533802991,0,,,61,33,28,2,0,2,59,33,26,26,16,10,56,30,26,33,17,16,17,8,9,0,0,0,32,32,16,10,1,3,2,0,0,16,11,5,0,24,2,11,5
533802993,0,,,40,19,21,8,4,4,32,15,17,25,13,12,31,15,16,7,2,5,6,2,4,0,0,0,22,22,14,1,5,1,1,0,0,8,7,1,2,5,6,3,1
533803012,0,,,55,32,23,2,1,1,53,31,22,26,16,10,52,30,22,27,15,12,21,11,10,0,0,0,23,23,6,11,1,3,0,2,0,17,12,5,0,16,0,3,5
533803014,1,,533803023,38,19,19,0,0,0,41,20,21,19,10,9,41,20,21,22,10,12,13,5,8,0,0,0,18,18,5,8,5,0,1,0,0,14,8,6,0,17,0,4,4
533803023,2,533803014,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803032,0,,,10,5,5,0,0,0,10,5,5,4,2,2,10,5,5,6,3,3,4,2,2,1,0,1,4,4,0,2,2,0,0,0,0,4,3,1,0,4,0,0,2
533803034,0,,,20,9,11,0,0,0,20,9,11,10,6,4,17,7,10,10,3,7,9,3,6,0,0,0,10,10,5,2,1,2,0,0,0,5,3,2,0,8,0,4,2
533803041,1,,533803043,13,5,8,2,1,1,15,6,9,11,5,6,14,6,8,4,1,3,3,0,3,0,0,0,4,4,1,0,1,2,1,0,0,4,2,2,1,3,0,1,0
533803043,2,533803041,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803044,0,,,15,8,7,3,2,1,12,6,6,6,2,4,12,6,6,6,4,2,5,3,2,0,0,0,5,5,3,0,0,0,1,0,1,2,0,2,0,5,0,3,0
533803052,0,,,46,21,25,1,1,0,45,20,25,29,13,16,42,18,24,16,7,9,14,5,9,2,1,1,17,17,3,6,3,3,2,0,0,14,9,5,0,13,0,3,3
533803053,0,,,72,33,39,5,2,3,67,31,36,37,18,19,64,30,34,30,13,17,17,8,9,1,0,1,27,27,4,12,6,1,3,0,1,23,18,5,0,20,0,4,5
533803054,0,,,26,13,13,2,2,0,24,11,13,16,8,8,23,10,13,8,3,5,5,1,4,0,0,0,8,8,0,3,0,5,0,0,0,8,4,4,0,6,0,0,1
533803061,1,,533803064;533803071,42,25,17,0,0,0,47,28,19,34,22,12,45,28,17,13,6,7,9,4,5,1,0,1,23,23,13,4,6,2,0,0,0,12,11,1,0,8,5,0,3
533803064,2,533803061,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803071,2,533803061,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803122,0,,,19,10,9,1,1,0,18,9,9,7,3,4,18,9,9,11,6,5,7,3,4,0,0,0,11,11,5,4,2,0,0,0,0,6,5,1,0,8,0,4,3
533803124,0,,,46,15,31,3,0,3,43,15,28,22,8,14,42,15,27,21,7,14,19,7,12,0,0,0,19,19,7,4,3,3,2,0,0,12,7,5,1,15,0,5,0
533803132,2,533803134,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803133,2,533803134,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803134,1,,533803132;533803133,28,14,14,0,0,0,33,17,16,17,10,7,32,17,15,16,7,9,11,4,7,0,0,0,13,13,6,3,7,0,0,0,0,10,9,1,0,12,0,4,3
533803151,0,,,11,6,5,0,0,0,11,6,5,6,4,2,11,6,5,5,2,3,5,2,3,0,0,0,4,4,1,1,1,0,1,0,0,3,2,1,0,3,0,1,0
533803152,1,,533803161,31,16,15,2,1,1,37,18,19,23,13,10,34,15,19,14,5,9,7,0,7,0,0,0,10,10,3,4,3,2,1,1,0,11,8,3,0,10,0,3,1
533803154,0,,,39,19,20,0,0,0,39,19,20,19,13,6,39,19,20,20,6,14,12,2,10,0,0,0,20,20,8,8,2,1,1,0,0,12,10,2,0,17,0,7,1
533803161,2,533803152,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803231,0,,,66,35,31,10,6,4,55,28,27,42,22,20,54,28,26,13,6,7,6,2,4,0,0,0,27,27,8,8,5,4,1,1,0,19,18,1,2,8,1,3,2
533803232,0,,,109,54,55,25,13,12,82,39,43,60,26,34,78,37,41,22,13,9,7,2,5,0,0,0,44,44,15,8,9,10,1,1,0,29,24,5,8,16,1,6,5
533803234,0,,,68,41,27,6,4,2,62,37,25,47,33,14,59,34,25,15,4,11,9,3,6,0,0,0,34,34,15,9,6,3,1,0,0,19,14,5,1,14,0,4,0
533803242,2,533803251,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803244,2,533803251,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803251,1,,533803242;533803244,44,26,18,4,2,2,46,27,19,37,22,15,42,24,18,9,5,4,6,4,2,0,0,0,13,13,3,4,3,4,0,0,2,13,10,3,1,6,0,1,2
533803252,1,,533803254,43,22,21,9,6,3,40,19,21,22,10,12,40,19,21,18,9,9,9,3,6,0,0,0,15,15,3,5,4,2,2,1,0,14,8,6,3,12,0,3,2
533803254,2,533803252,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803263,0,,,108,55,53,17,11,6,91,44,47,56,29,27,87,43,44,35,15,20,16,7,9,1,0,1,40,40,11,8,12,5,1,1,2,29,22,7,4,25,0,6,5
533803332,0,,,60,26,34,8,3,5,52,23,29,37,17,20,48,20,28,15,6,9,8,2,6,1,0,1,20,20,4,7,2,2,2,3,0,16,8,8,3,13,0,3,1
533803334,0,,,80,40,40,0,0,0,80,40,40,20,12,8,80,40,40,60,28,32,44,19,25,0,0,0,17,16,3,9,1,3,0,0,0,13,10,3,0,10,0,1,3
533803341,2,533803343,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803343,1,,533803341,27,13,14,3,1,2,25,13,12,10,4,6,23,12,11,15,9,6,12,7,5,0,0,0,8,8,2,3,2,0,0,0,2,7,4,3,0,8,0,2,3
533803352,0,,,68,35,33,4,2,2,64,33,31,35,19,16,61,31,30,29,14,15,16,6,10,0,0,0,24,24,1,9,7,7,0,0,0,23,16,7,1,19,0,0,7
533803354,0,,,155,78,77,17,9,8,137,68,69,67,37,30,135,67,68,70,31,39,35,13,22,0,0,0,72,68,18,32,11,4,1,1,1,50,43,7,5,44,3,9,19
533803361,0,,,160,72,88,18,8,10,140,63,77,78,34,44,139,63,76,62,29,33,37,15,22,1,0,1,66,66,23,17,13,8,2,0,3,43,31,12,4,44,2,12,10
533803363,1,,533803364,269,149,120,38,27,11,222,112,110,145,81,64,215,108,107,77,31,46,47,16,31,1,0,1,113,110,43,26,18,14,5,4,2,69,49,20,8,53,8,10,10
533803364,2,533803363,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803381,2,533803562,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803434,0,,,40,22,18,1,1,0,39,21,18,18,12,6,39,21,18,21,9,12,15,6,9,0,0,0,18,18,6,6,4,1,0,1,0,11,10,1,0,15,0,5,3
533803441,0,,,137,62,75,8,3,5,129,59,70,58,33,25,124,56,68,71,26,45,32,14,18,0,0,0,56,56,16,16,11,9,4,0,0,40,28,12,1,46,0,14,11
533803442,0,,,138,63,75,9,4,5,129,59,70,78,37,41,123,57,66,51,22,29,26,11,15,1,0,1,58,58,18,20,8,7,3,1,1,40,28,12,2,36,5,6,11
533803443,0,,,118,62,56,6,5,1,112,57,55,73,39,34,104,51,53,39,18,21,14,4,10,1,0,1,49,49,20,9,8,9,1,0,2,29,22,7,2,27,0,9,4
533803444,0,,,285,143,142,21,12,9,264,131,133,147,79,68,248,123,125,117,52,65,59,26,33,0,0,0,111,111,23,43,21,11,10,2,1,88,71,17,2,79,1,20,21
533803451,0,,,35,16,19,0,0,0,35,16,19,11,7,4,35,16,19,24,9,15,13,5,8,0,0,0,19,19,6,10,3,0,0,0,0,13,11,2,0,16,0,5,4
533803452,0,,,106,31,75,2,1,1,104,30,74,5,2,3,103,30,73,99,28,71,94,27,67,0,0,0,6,4,1,1,1,1,0,0,0,3,2,1,1,3,0,1,1
533803453,0,,,136,73,63,8,5,3,128,68,60,73,41,32,121,63,58,55,27,28,25,12,13,0,0,0,58,58,12,26,13,2,5,0,0,46,39,7,5,34,1,5,17
533803454,0,,,91,48,43,9,5,4,80,42,38,55,31,24,74,39,35,25,11,14,17,8,9,1,0,1,39,39,18,8,3,5,2,3,0,19,12,7,4,18,2,5,2
533803461,0,,,102,53,49,18,7,11,78,40,38,54,28,26,74,37,37,24,12,12,10,5,5,0,0,0,40,40,15,8,7,3,5,1,1,25,18,7,5,18,0,4,6
533803463,1,,533803464,60,30,30,2,1,1,56,25,31,27,16,11,54,24,30,29,9,20,19,5,14,0,0,0,32,32,17,11,3,1,1,1,0,17,12,5,1,23,0,8,5
533803464,2,533803463,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803484,2,533803562,,2,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803532,0,,,108,50,58,13,9,4,95,41,54,50,25,25,95,41,54,45,16,29,28,10,18,0,0,0,43,43,17,10,5,4,3,3,1,26,13,13,6,33,0,13,0
533803533,2,533803534,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803534,1,,533803533,115,65,50,5,2,3,114,65,49,76,47,29,105,60,45,38,18,20,6,1,5,0,0,0,27,23,11,4,2,4,2,0,1,12,6,6,2,11,4,2,1
533803541,0,,,105,49,56,2,0,2,103,49,54,63,34,29,91,41,50,40,15,25,18,8,10,0,0,0,37,37,7,13,5,8,0,3,1,30,22,8,1,26,0,6,7
533803542,0,,,15,9,6,0,0,0,14,8,6,7,4,3,14,8,6,7,4,3,1,0,1,0,0,0,10,10,6,3,1,0,0,0,0,4,4,0,0,7,0,3,2
533803543,0,,,104,77,27,4,2,2,100,75,25,83,66,17,73,51,22,17,9,8,13,6,7,1,0,1,42,41,25,11,1,2,2,0,0,16,12,4,1,15,11,4,3
533803544,1,,533803642,55,31,24,4,2,2,51,29,22,26,17,9,46,26,20,25,12,13,17,9,8,0,0,0,16,15,3,2,7,2,0,1,1,13,7,6,0,14,0,2,1
533803552,0,,,162,76,86,15,6,9,147,70,77,91,48,43,134,64,70,56,22,34,33,10,23,0,0,0,61,61,17,18,9,9,5,0,3,43,31,12,3,41,2,9,6
533803554,0,,,174,82,92,24,10,14,148,71,77,100,48,52,141,67,74,48,23,25,23,9,14,2,0,2,63,63,15,18,10,14,1,3,2,48,34,14,5,34,0,7,4
533803561,0,,,121,57,64,10,5,5,111,52,59,74,37,37,106,50,56,37,15,22,20,7,13,0,0,0,44,44,9,14,9,6,4,1,1,34,25,9,3,25,0,4,5
533803562,1,,533803381;533803484;533803582,17,11,6,0,0,0,23,15,8,15,11,4,22,14,8,8,4,4,8,4,4,0,0,0,7,7,2,5,1,2,0,0,0,8,7,1,0,6,0,1,2
533803563,1,,533803564,51,25,26,5,2,3,48,24,24,27,16,11,46,23,23,21,8,13,14,5,9,0,0,0,16,16,3,4,3,3,3,1,0,14,9,5,3,14,0,3,4
533803564,2,533803563,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803582,2,533803562,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803601,2,533803703,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803642,2,533803544,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803651,0,,,18,7,11,3,0,3,15,7,8,8,5,3,14,6,8,7,2,5,3,0,3,0,0,0,6,6,2,2,0,0,1,0,1,4,2,2,1,5,1,1,1
533803652,0,,,34,17,17,2,1,1,32,16,16,17,8,9,29,15,14,15,8,7,9,4,5,0,0,0,12,12,3,1,5,1,2,0,0,9,7,2,0,10,0,3,1
533803661,0,,,29,15,14,0,0,0,29,15,14,12,6,6,28,14,14,17,9,8,11,5,6,0,0,0,15,15,6,6,1,2,0,0,0,8,5,3,0,11,0,2,4
533803663,0,,,107,50,57,10,7,3,97,43,54,52,24,28,92,42,50,45,19,26,29,11,18,1,0,1,41,41,11,12,10,4,1,1,2,29,20,9,2,33,0,9,6
533803703,1,,533803601,71,36,35,5,3,2,68,34,34,36,21,15,66,33,33,32,13,19,14,4,10,0,0,0,31,31,10,13,3,3,2,1,0,21,17,4,2,25,0,6,5
533803733,2,533803742,,10,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803742,1,,533803733;533803744;533803751,11,5,6,0,0,0,32,15,17,17,10,7,31,15,16,15,5,10,12,4,8,0,0,0,6,6,5,4,2,2,1,0,0,9,7,2,0,11,0,5,1
533803744,2,533803742,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803751,2,533803742,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803761,0,,,74,42,32,10,8,2,64,34,30,38,22,16,60,31,29,26,12,14,15,8,7,0,0,0,20,20,2,3,7,1,2,4,1,18,11,7,2,15,0,1,3
533803781,2,533803892,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803844,2,533803951,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803851,0,,,60,41,19,0,0,0,57,38,19,42,31,11,57,38,19,15,7,8,9,4,5,6,5,1,30,30,18,4,4,1,1,1,1,11,7,4,0,12,8,4,2
533803853,0,,,130,63,67,8,4,4,116,53,63,70,35,35,110,51,59,46,18,28,22,8,14,0,0,0,53,53,21,8,15,4,1,2,2,30,21,9,2,32,0,11,2
533803863,2,533803864,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803864,1,,533803863,24,13,11,2,1,1,24,12,12,11,6,5,22,11,11,13,6,7,11,5,6,0,0,0,12,12,6,5,0,0,2,0,0,7,5,2,0,10,0,5,2
533803884,2,533803984,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803892,1,,533803781,12,4,8,0,0,0,13,4,9,3,2,1,13,4,9,10,2,8,8,2,6,0,0,0,7,7,4,3,1,0,0,0,0,4,3,1,0,8,0,4,1
533803903,2,533803904,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803904,1,,533803903;533803921,27,13,14,3,3,0,30,14,16,16,8,8,29,14,15,14,6,8,9,4,5,0,0,0,11,11,6,4,3,0,2,0,0,9,7,2,1,10,0,5,2
533803921,2,533803904,,2,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803942,0,,,11,5,6,0,0,0,11,5,6,5,3,2,11,5,6,6,2,4,5,2,3,0,0,0,5,5,1,2,2,0,0,0,0,4,3,1,0,5,0,1,1
533803951,1,,533803844,329,153,176,28,12,16,303,142,161,176,90,86,289,135,154,127,52,75,73,27,46,1,0,1,131,131,40,39,26,13,5,5,4,91,60,31,7,86,0,19,22
533803952,0,,,14,8,6,4,2,2,10,6,4,5,2,3,10,6,4,5,4,1,0,0,0,0,0,0,6,6,2,1,2,1,0,0,0,4,4,0,1,4,0,2,1
533803953,0,,,174,71,103,6,1,5,168,70,98,97,41,56,160,69,91,71,29,42,49,17,32,0,0,0,65,65,10,22,19,11,0,2,1,52,40,12,1,45,0,4,10
533803954,0,,,24,12,12,2,1,1,22,11,11,17,9,8,19,11,8,5,2,3,2,1,1,0,0,0,8,8,1,2,2,2,1,0,0,7,5,2,0,4,0,1,0
533803962,0,,,53,29,24,5,5,0,48,24,24,26,13,13,42,21,21,22,11,11,9,5,4,0,0,0,17,17,2,6,3,2,3,0,1,15,10,5,2,13,0,2,4
533803963,2,533803964,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803964,1,,533803963,13,6,7,0,0,0,17,8,9,11,5,6,17,8,9,6,3,3,4,2,2,0,0,0,6,6,2,3,0,1,1,0,0,5,4,1,0,4,0,1,2
533803981,2,533803984,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803982,2,533803984,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803983,2,533803984,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533803984,1,,533803884;533803981;533803982;533803983,18,8,10,0,0,0,25,11,14,7,4,3,24,10,14,18,7,11,6,2,4,0,0,0,8,8,4,7,1,1,0,0,0,9,8,1,0,12,0,4,5
