KEY_CODE,MESH1_ID,MESH2_ID,MESH3_ID,MESH4_ID,OBJ_ID
"533900001","5339","00","00","1","1"
"533900002","5339","00","00","2","2"
"533900003","5339","00","00","3","3"
"533900004","5339","00","00","4","4"
"533900011","5339","00","01","1","5"
"533900012","5339","00","01","2","6"
"533900013","5339","00","01","3","7"
"533900014","5339","00","01","4","8"
"533900021","5339","00","02","1","9"
"533900022","5339","00","02","2","10"
"533900023","5339","00","02","3","11"
"533900024","5339","00","02","4","12"
"533900031","5339","00","03","1","13"
"533900032","5339","00","03","2","14"
"533900033","5339","00","03","3","15"
"533900034","5339","00","03","4","16"
"533900041","5339","00","04","1","17"
"533900042","5339","00","04","2","18"
"533900043","5339","00","04","3","19"
"533900044","5339","00","04","4","20"
"533900051","5339","00","05","1","21"
"533900052","5339","00","05","2","22"
"533900053","5339","00","05","3","23"
"533900054","5339","00","05","4","24"
"533900061","5339","00","06","1","25"
"533900062","5339","00","06","2","26"
"533900063","5339","00","06","3","27"
"533900064","5339","00","06","4","28"
"533900071","5339","00","07","1","29"
"533900072","5339","00","07","2","30"
"533900073","5339","00","07","3","31"
"533900074","5339","00","07","4","32"
"533900081","5339","00","08","1","33"
"533900082","5339","00","08","2","34"
"533900083","5339","00","08","3","35"
"533900084","5339","00","08","4","36"
"533900091","5339","00","09","1","37"
"533900092","5339","00","09","2","38"
"533900093","5339","00","09","3","39"
"533900094","5339","00","09","4","40"
"533900101","5339","00","10","1","41"
"533900102","5339","00","10","2","42"
"533900103","5339","00","10","3","43"
"533900104","5339","00","10","4","44"
"533900111","5339","00","11","1","45"
"533900112","5339","00","11","2","46"
"533900113","5339","00","11","3","47"
"533900114","5339","00","11","4","48"
"533900121","5339","00","12","1","49"
"533900122","5339","00","12","2","50"
"533900123","5339","00","12","3","51"
"533900124","5339","00","12","4","52"
"533900131","5339","00","13","1","53"
"533900132","5339","00","13","2","54"
"533900133","5339","00","13","3","55"
"533900134","5339","00","13","4","56"
"533900141","5339","00","14","1","57"
"533900142","5339","00","14","2","58"
"533900143","5339","00","14","3","59"
"533900144","5339","00","14","4","60"
"533900151","5339","00","15","1","61"
"533900152","5339","00","15","2","62"
"533900153","5339","00","15","3","63"
"533900154","5339","00","15","4","64"
"533900161","5339","00","16","1","65"
"533900162","5339","00","16","2","66"
"533900163","5339","00","16","3","67"
"533900164","5339","00","16","4","68"
"533900171","5339","00","17","1","69"
"533900172","5339","00","17","2","70"
"533900173","5339","00","17","3","71"
"533900174","5339","00","17","4","72"
"533900181","5339","00","18","1","73"
"533900182","5339","00","18","2","74"
"533900183","5339","00","18","3","75"
"533900184","5339","00","18","4","76"
"533900191","5339","00","19","1","77"
"533900192","5339","00","19","2","78"
"533900193","5339","00","19","3","79"
"533900194","5339","00","19","4","80"
"533900201","5339","00","20","1","81"
"533900202","5339","00","20","2","82"
"533900203","5339","00","20","3","83"
"533900204","5339","00","20","4","84"
"533900211","5339","00","21","1","85"
"533900212","5339","00","21","2","86"
"533900213","5339","00","21","3","87"
"533900214","5339","00","21","4","88"
"533900221","5339","00","22","1","89"
"533900222","5339","00","22","2","90"
"533900223","5339","00","22","3","91"
"533900224","5339","00","22","4","92"
"533900231","5339","00","23","1","93"
"533900232","5339","00","23","2","94"
"533900233","5339","00","23","3","95"
"533900234","5339","00","23","4","96"
"533900241","5339","00","24","1","97"
"533900242","5339","00","24","2","98"
"533900243","5339","00","24","3","99"
"533900244","5339","00","24","4","100"
"533900251","5339","00","25","1","101"
"533900252","5339","00","25","2","102"
"533900253","5339","00","25","3","103"
"533900254","5339","00","25","4","104"
"533900261","5339","00","26","1","105"
"533900262","5339","00","26","2","106"
"533900263","5339","00","26","3","107"
"533900264","5339","00","26","4","108"
"533900271","5339","00","27","1","109"
"533900272","5339","00","27","2","110"
"533900273","5339","00","27","3","111"
"533900274","5339","00","27","4","112"
"533900281","5339","00","28","1","113"
"533900282","5339","00","28","2","114"
"533900283","5339","00","28","3","115"
"533900284","5339","00","28","4","116"
"533900291","5339","00","29","1","117"
"533900292","5339","00","29","2","118"
"533900293","5339","00","29","3","119"
"533900294","5339","00","29","4","120"
"533900301","5339","00","30","1","121"
"533900302","5339","00","30","2","122"
"533900303","5339","00","30","3","123"
"533900304","5339","00","30","4","124"
"533900311","5339","00","31","1","125"
"533900312","5339","00","31","2","126"
"533900313","5339","00","31","3","127"
"533900314","5339","00","31","4","128"
"533900321","5339","00","32","1","129"
"533900322","5339","00","32","2","130"
"533900323","5339","00","32","3","131"
"533900324","5339","00","32","4","132"
"533900331","5339","00","33","1","133"
"533900332","5339","00","33","2","134"
"533900333","5339","00","33","3","135"
"533900334","5339","00","33","4","136"
"533900341","5339","00","34","1","137"
"533900342","5339","00","34","2","138"
"533900343","5339","00","34","3","139"
"533900344","5339","00","34","4","140"
"533900351","5339","00","35","1","141"
"533900352","5339","00","35","2","142"
"533900353","5339","00","35","3","143"
"533900354","5339","00","35","4","144"
"533900361","5339","00","36","1","145"
"533900362","5339","00","36","2","146"
"533900363","5339","00","36","3","147"
"533900364","5339","00","36","4","148"
"533900371","5339","00","37","1","149"
"533900372","5339","00","37","2","150"
"533900373","5339","00","37","3","151"
"533900374","5339","00","37","4","152"
"533900381","5339","00","38","1","153"
"533900382","5339","00","38","2","154"
"533900383","5339","00","38","3","155"
"533900384","5339","00","38","4","156"
"533900391","5339","00","39","1","157"
"533900392","5339","00","39","2","158"
"533900393","5339","00","39","3","159"
"533900394","5339","00","39","4","160"
"533900401","5339","00","40","1","161"
"533900402","5339","00","40","2","162"
"533900403","5339","00","40","3","163"
"533900404","5339","00","40","4","164"
"533900411","5339","00","41","1","165"
"533900412","5339","00","41","2","166"
"533900413","5339","00","41","3","167"
"533900414","5339","00","41","4","168"
"533900421","5339","00","42","1","169"
"533900422","5339","00","42","2","170"
"533900423","5339","00","42","3","171"
"533900424","5339","00","42","4","172"
"533900431","5339","00","43","1","173"
"533900432","5339","00","43","2","174"
"533900433","5339","00","43","3","175"
"533900434","5339","00","43","4","176"
"533900441","5339","00","44","1","177"
"533900442","5339","00","44","2","178"
"533900443","5339","00","44","3","179"
