KEY_CODE,MESH1_ID,MESH2_ID,MESH3_ID,MESH4_ID,OBJ_ID
"533800001","5338","00","00","1","1"
"533800002","5338","00","00","2","2"
"533800003","5338","00","00","3","3"
"533800004","5338","00","00","4","4"
"533800011","5338","00","01","1","5"
"533800012","5338","00","01","2","6"
"533800013","5338","00","01","3","7"
"533800014","5338","00","01","4","8"
"533800021","5338","00","02","1","9"
"533800022","5338","00","02","2","10"
"533800023","5338","00","02","3","11"
"533800024","5338","00","02","4","12"
"533800031","5338","00","03","1","13"
"533800032","5338","00","03","2","14"
"533800033","5338","00","03","3","15"
"533800034","5338","00","03","4","16"
"533800041","5338","00","04","1","17"
"533800042","5338","00","04","2","18"
"533800043","5338","00","04","3","19"
"533800044","5338","00","04","4","20"
"533800051","5338","00","05","1","21"
"533800052","5338","00","05","2","22"
"533800053","5338","00","05","3","23"
"533800054","5338","00","05","4","24"
"533800061","5338","00","06","1","25"
"533800062","5338","00","06","2","26"
"533800063","5338","00","06","3","27"
"533800064","5338","00","06","4","28"
"533800071","5338","00","07","1","29"
"533800072","5338","00","07","2","30"
"533800073","5338","00","07","3","31"
"533800074","5338","00","07","4","32"
"533800081","5338","00","08","1","33"
"533800082","5338","00","08","2","34"
"533800083","5338","00","08","3","35"
"533800084","5338","00","08","4","36"
"533800091","5338","00","09","1","37"
"533800092","5338","00","09","2","38"
"533800093","5338","00","09","3","39"
"533800094","5338","00","09","4","40"
"533800101","5338","00","10","1","41"
"533800102","5338","00","10","2","42"
"533800103","5338","00","10","3","43"
"533800104","5338","00","10","4","44"
"533800111","5338","00","11","1","45"
"533800112","5338","00","11","2","46"
"533800113","5338","00","11","3","47"
"533800114","5338","00","11","4","48"
"533800121","5338","00","12","1","49"
"533800122","5338","00","12","2","50"
"533800123","5338","00","12","3","51"
"533800124","5338","00","12","4","52"
"533800131","5338","00","13","1","53"
"533800132","5338","00","13","2","54"
"533800133","5338","00","13","3","55"
"533800134","5338","00","13","4","56"
"533800141","5338","00","14","1","57"
"533800142","5338","00","14","2","58"
"533800143","5338","00","14","3","59"
"533800144","5338","00","14","4","60"
"533800151","5338","00","15","1","61"
"533800152","5338","00","15","2","62"
"533800153","5338","00","15","3","63"
"533800154","5338","00","15","4","64"
"533800161","5338","00","16","1","65"
"533800162","5338","00","16","2","66"
"533800163","5338","00","16","3","67"
"533800164","5338","00","16","4","68"
"533800171","5338","00","17","1","69"
"533800172","5338","00","17","2","70"
"533800173","5338","00","17","3","71"
"533800174","5338","00","17","4","72"
"533800181","5338","00","18","1","73"
"533800182","5338","00","18","2","74"
"533800183","5338","00","18","3","75"
"533800184","5338","00","18","4","76"
"533800191","5338","00","19","1","77"
"533800192","5338","00","19","2","78"
"533800193","5338","00","19","3","79"
"533800194","5338","00","19","4","80"
"533800201","5338","00","20","1","81"
"533800202","5338","00","20","2","82"
"533800203","5338","00","20","3","83"
"533800204","5338","00","20","4","84"
"533800211","5338","00","21","1","85"
"533800212","5338","00","21","2","86"
"533800213","5338","00","21","3","87"
"533800214","5338","00","21","4","88"
"533800221","5338","00","22","1","89"
"533800222","5338","00","22","2","90"
"533800223","5338","00","22","3","91"
"533800224","5338","00","22","4","92"
"533800231","5338","00","23","1","93"
"533800232","5338","00","23","2","94"
"533800233","5338","00","23","3","95"
"533800234","5338","00","23","4","96"
"533800241","5338","00","24","1","97"
"533800242","5338","00","24","2","98"
"533800243","5338","00","24","3","99"
"533800244","5338","00","24","4","100"
"533800251","5338","00","25","1","101"
"533800252","5338","00","25","2","102"
"533800253","5338","00","25","3","103"
"533800254","5338","00","25","4","104"
"533800261","5338","00","26","1","105"
"533800262","5338","00","26","2","106"
"533800263","5338","00","26","3","107"
"533800264","5338","00","26","4","108"
"533800271","5338","00","27","1","109"
