KEY_CODE,OBJ_ID,River,WaterDepth,1995,2000,2005,2010,2015,Area,Menseki,Anbun,1995_A,2000_A,2005_A,2010_A,2015_A,Up_95-15,Cat_1
"533925161","8465",多摩川,"11","7079","6558","6251","6134","6145",262112.537,933.458,0.004,28.316,26.232,25.004,24.536,24.580,-13.194,"0"
"533925162","8466",多摩川,"11","2102","1770","2767","4464","4567",262112.537,49151.369,0.188,395.176,332.760,520.196,839.232,858.596,117.269,"2"
"533925162","8466",多摩川,"11","2102","1770","2767","4464","4567",262112.537,15459.350,0.059,124.018,104.430,163.253,263.376,269.453,117.269,"2"
"533925162","8466",多摩川,"11","2102","1770","2767","4464","4567",262112.537,16382.320,0.063,132.426,111.510,174.321,281.232,287.721,117.269,"2"
"533925162","8466",多摩川,"11","2102","1770","2767","4464","4567",262112.537,114.361,0.000,0.000,0.000,0.000,0.000,0.000,,"3"
"533925171","8469",多摩川,"11","372","267","346","311","299",262112.537,115.645,0.000,0.000,0.000,0.000,0.000,0.000,,"3"
"533925171","8469",多摩川,"11","372","267","346","311","299",262112.537,3900.431,0.015,5.580,4.005,5.190,4.665,4.485,-19.624,"0"
"533925172","8470",多摩川,"11","0","0","0","5","0",262112.537,16392.808,0.063,0.000,0.000,0.000,0.315,0.000,,"3"
"533925172","8470",多摩川,"11","0","0","0","5","0",262112.537,62444.781,0.238,0.000,0.000,0.000,1.190,0.000,,"3"
"533925172","8470",多摩川,"11","0","0","0","5","0",262112.537,1892.488,0.007,0.000,0.000,0.000,0.035,0.000,,"3"
"533925174","8472",多摩川,"11","1944","1547","1656","1707","1779",262099.177,20418.277,0.078,151.632,120.666,129.168,133.146,138.762,-8.488,"0"
"533925181","8473",多摩川,"11","0","2","0","0","0",262112.537,28743.976,0.110,0.000,0.220,0.000,0.000,0.000,,"3"
"533925181","8473",多摩川,"11","0","2","0","0","0",262112.537,15440.636,0.059,0.000,0.118,0.000,0.000,0.000,,"3"
"533925183","8475",多摩川,"11","19","9","16","16","24",262099.177,4024.656,0.015,0.285,0.135,0.240,0.240,0.360,26.316,"1"
"533925241","8497",多摩川,"11","659","977","959","759","1354",262085.815,1985.633,0.008,5.272,7.816,7.672,6.072,10.832,105.463,"2"
"533925241","8497",多摩川,"11","659","977","959","759","1354",262085.815,14398.764,0.055,36.245,53.735,52.745,41.745,74.470,105.463,"2"
"533925241","8497",多摩川,"11","659","977","959","759","1354",262085.815,1824.752,0.007,4.613,6.839,6.713,5.313,9.478,105.463,"2"
"533925242","8498",多摩川,"11","5044","4971","4701","4960","6325",262085.815,14389.534,0.055,277.420,273.405,258.555,272.800,347.875,25.397,"1"
"533925242","8498",多摩川,"11","5044","4971","4701","4960","6325",262085.815,30956.895,0.118,595.192,586.578,554.718,585.280,746.350,25.397,"1"
"533925243","8499",多摩川,"11","1090","1135","1316","1302","1469",262072.452,1976.017,0.008,8.720,9.080,10.528,10.416,11.752,34.771,"1"
"533925244","8500",多摩川,"11","3679","3949","3908","4630","8398",262072.452,1974.770,0.008,29.432,31.592,31.264,37.040,67.184,128.269,"2"
"533925252","8502",多摩川,"11","4661","4497","4583","4648","4432",262085.815,16374.989,0.062,288.982,278.814,284.146,288.176,274.784,-4.913,"0"
"533925254","8504",多摩川,"11","4774","4759","5079","5146","5085",262072.452,14398.996,0.055,262.570,261.745,279.345,283.030,279.675,6.514,"1"
"533925281","8513",多摩川,"11","1014","972","1025","1145","1106",262085.815,14378.693,0.055,55.770,53.460,56.375,62.975,60.830,9.073,"1"
"533925282","8514",多摩川,"11","130","98","156","149","151",262085.815,28747.486,0.110,14.300,10.780,17.160,16.390,16.610,16.154,"1"
"533925283","8515",多摩川,"11","4712","4526","4922","4783","4748",262072.452,1990.849,0.008,37.696,36.208,39.376,38.264,37.984,0.764,"1"
"533925284","8516",多摩川,"11","901","1492","1487","1519","1439",262072.452,20355.693,0.078,70.278,116.376,115.986,118.482,112.242,59.711,"1"
"533925291","8517",多摩川,"11","183","107","171","161","100",262085.815,31500.193,0.120,21.960,12.840,20.520,19.320,12.000,-45.355,"0"
"533925292","8518",多摩川,"11","0","0","0","0","0",262085.815,89469.181,0.341,0.000,0.000,0.000,0.000,0.000,,"3"
"533925293","8519",多摩川,"11","709","607","710","816","964",262072.452,5068.253,0.019,13.471,11.533,13.490,15.504,18.316,35.966,"1"
"533925294","8520",多摩川,"11","39","30","2","2","5",262072.452,182063.806,0.695,27.105,20.850,1.390,1.390,3.475,-87.179,"0"
"533925333","8535",多摩川,"11","3557","3479","2996","3206","3056",262045.721,1695.607,0.006,21.342,20.874,17.976,19.236,18.336,-14.085,"0"
"533925334","8536",多摩川,"11","2011","2101","2501","3954","4257",262045.721,91515.962,0.349,701.839,733.249,872.849,1379.946,1485.693,111.686,"2"
"533925341","8537",多摩川,"11","1349","1154","2004","2114","2231",262059.087,16363.053,0.062,83.638,71.548,124.248,131.068,138.322,65.382,"1"
"533925343","8539",多摩川,"11","2977","3100","3425","3851","4884",262045.721,32740.363,0.125,372.125,387.500,428.125,481.375,610.500,64.058,"1"
"533925343","8539",多摩川,"11","2977","3100","3425","3851","4884",262045.721,73254.292,0.280,833.560,868.000,959.000,1078.280,1367.520,64.058,"1"
"533925344","8540",多摩川,"11","4318","4612","4417","4471","4910",262045.721,14403.046,0.055,237.490,253.660,242.935,245.905,270.050,13.710,"1"
"533925352","8542",多摩川,"11","4394","4876","5063","6181","6606",262059.087,1980.193,0.008,35.152,39.008,40.504,49.448,52.848,50.341,"1"
"533925364","8548",多摩川,"11","1054","844","1747","2892","3292",262045.721,16388.212,0.063,66.402,53.172,110.061,182.196,207.396,212.334,"2"
"533925374","8552",多摩川,"11","5790","5363","5538","5619","5243",262045.721,43170.298,0.165,955.350,884.895,913.770,927.135,865.095,-9.447,"0"
"533925383","8555",多摩川,"11","4345","4150","3922","4025","3870",262045.721,17337.353,0.066,286.770,273.900,258.852,265.650,255.420,-10.932,"0"
"533925383","8555",多摩川,"11","4345","4150","3922","4025","3870",262045.721,32755.662,0.125,543.125,518.750,490.250,503.125,483.750,-10.932,"0"
"533925384","8556",多摩川,"11","4281","4116","4090","4126","4199",262045.721,15423.761,0.059,252.579,242.844,241.310,243.434,247.741,-1.915,"0"
"533925392","8558",多摩川,"11","109","156","220","191","134",262059.087,84763.813,0.323,35.207,50.388,71.060,61.693,43.282,22.936,"1"
"533925394","8560",多摩川,"11","534","471","510","617","654",262045.721,37776.267,0.144,76.896,67.824,73.440,88.848,94.176,22.472,"1"
"533925422","8570",多摩川,"11","2934","2895","2796","2966","2901",262032.354,15222.614,0.058,170.172,167.910,162.168,172.028,168.258,-1.125,"0"
"533925423","8571",多摩川,"11","2352","2518","2413","2648","2424",262018.985,33622.548,0.128,301.056,322.304,308.864,338.944,310.272,3.061,"1"
"533925424","8572",多摩川,"11","3720","3495","3487","3329","3470",262018.985,2039.202,0.008,29.760,27.960,27.896,26.632,27.760,-6.720,"0"
"533925424","8572",多摩川,"11","3720","3495","3487","3329","3470",262018.985,15484.882,0.059,219.480,206.205,205.733,196.411,204.730,-6.720,"0"
"533925424","8572",多摩川,"11","3720","3495","3487","3329","3470",262018.985,17035.350,0.065,241.800,227.175,226.655,216.385,225.550,-6.720,"0"
"533925431","8573",多摩川,"11","2505","2228","2391","2186","2382",262032.354,13643.013,0.052,130.260,115.856,124.332,113.672,123.864,-4.910,"0"
"533925431","8573",多摩川,"11","2505","2228","2391","2186","2382",262032.354,16371.649,0.062,155.310,138.136,148.242,135.532,147.684,-4.910,"0"
"533925431","8573",多摩川,"11","2505","2228","2391","2186","2382",262032.354,107.012,0.000,0.000,0.000,0.000,0.000,0.000,,"3"
"533925432","8574",多摩川,"11","2774","3380","3728","4107","3879",262032.354,138457.402,0.528,1464.672,1784.640,1968.384,2168.496,2048.112,39.834,"1"
"533925433","8575",多摩川,"11","3860","3861","3842","3841","3627",262018.985,1835.442,0.007,27.020,27.027,26.894,26.887,25.389,-6.036,"0"
"533925433","8575",多摩川,"11","3860","3861","3842","3841","3627",262018.985,189645.320,0.724,2794.640,2795.364,2781.608,2780.884,2625.948,-6.036,"0"
"533925434","8576",多摩川,"11","3767","4362","4090","4015","3908",262018.985,239903.061,0.916,3450.572,3995.592,3746.440,3677.740,3579.728,3.743,"1"
"533925441","8577",多摩川,"11","3891","3599","3714","3803","5312",262032.354,182148.685,0.695,2704.245,2501.305,2581.230,2643.085,3691.840,36.520,"1"
"533925442","8578",多摩川,"11","4115","3793","4367","4153","4234",262032.354,1958.754,0.007,28.805,26.551,30.569,29.071,29.638,2.892,"1"
"533925442","8578",多摩川,"11","4115","3793","4367","4153","4234",262032.354,29074.407,0.111,456.765,421.023,484.737,460.983,469.974,2.892,"1"
"533925443","8579",多摩川,"11","3579","3384","3727","3753","4412",262018.985,258120.983,0.985,3525.315,3333.240,3671.095,3696.705,4345.820,23.275,"1"
"533925444","8580",多摩川,"11","5283","5509","7813","8028","8861",262018.985,61836.376,0.236,1246.788,1300.124,1843.868,1894.608,2091.196,67.727,"1"
"533925452","8582",多摩川,"11","3778","4008","3938","5369","5520",262032.354,821.180,0.003,11.334,12.024,11.814,16.107,16.560,46.109,"1"
"533925452","8582",多摩川,"11","3778","4008","3938","5369","5520",262032.354,16377.309,0.063,238.014,252.504,248.094,338.247,347.760,46.109,"1"
"533925453","8583",多摩川,"11","5975","6191","6512","6648","6960",262018.985,17309.160,0.066,394.350,408.606,429.792,438.768,459.360,16.485,"1"
"533925454","8584",多摩川,"11","8496","7501","7730","7615","7497",262018.985,111.072,0.000,0.000,0.000,0.000,0.000,0.000,,"3"
"533925454","8584",多摩川,"11","8496","7501","7730","7615","7497",262018.985,16381.507,0.063,535.248,472.563,486.990,479.745,472.311,-11.758,"0"
"533925454","8584",多摩川,"11","8496","7501","7730","7615","7497",262018.985,46263.876,0.177,1503.792,1327.677,1368.210,1347.855,1326.969,-11.758,"0"
"533925461","8585",多摩川,"11","1980","2751","2792","3334","3817",262032.354,85.671,0.000,0.000,0.000,0.000,0.000,0.000,,"3"
"533925461","8585",多摩川,"11","1980","2751","2792","3334","3817",262032.354,13506.974,0.052,102.960,143.052,145.184,173.368,198.484,92.778,"1"
"533925462","8586",多摩川,"11","1990","1855","2393","2592","2870",262032.354,16377.309,0.063,125.370,116.865,150.759,163.296,180.810,44.221,"1"
"533925463","8587",多摩川,"11","598","657","618","567","547",262018.985,400.692,0.002,1.196,1.314,1.236,1.134,1.094,-8.528,"0"
"533925463","8587",多摩川,"11","598","657","618","567","547",262018.985,1448.083,0.006,3.588,3.942,3.708,3.402,3.282,-8.528,"0"
"533925472","8590",多摩川,"11","794","712","768","896","2027",262032.354,133830.764,0.511,405.734,363.832,392.448,457.856,1035.797,155.290,"2"
"533925474","8592",多摩川,"11","9","12","13","1","3",262018.985,20420.408,0.078,0.702,0.936,1.014,0.078,0.234,-66.667,"0"
"533925481","8593",多摩川,"11","4883","4386","4927","4842","5261",262032.354,13577.965,0.052,253.916,228.072,256.204,251.784,273.572,7.741,"1"
"533925483","8595",多摩川,"11","1972","1952","1909","1925","1896",262018.985,1849.857,0.007,13.804,13.664,13.363,13.475,13.272,-3.854,"0"
"533925521","8609",多摩川,"11","3104","3140","3329","3613","3808",262005.615,901.611,0.003,9.312,9.420,9.987,10.839,11.424,22.680,"1"
"533925522","8610",多摩川,"11","4444","4746","4601","4428","4312",262005.615,15476.648,0.059,262.196,280.014,271.459,261.252,254.408,-2.970,"0"
"533925522","8610",多摩川,"11","4444","4746","4601","4428","4312",262005.615,147105.722,0.561,2493.084,2662.506,2581.161,2484.108,2419.032,-2.970,"0"
"533925523","8611",多摩川,"11","2647","3185","3249","3470","3486",261992.244,901.543,0.003,7.941,9.555,9.747,10.410,10.458,31.696,"1"
"533925524","8612",多摩川,"11","3150","3449","3839","4104","4079",261992.244,15475.463,0.059,185.850,203.491,226.501,242.136,240.661,29.492,"1"
"533925524","8612",多摩川,"11","3150","3449","3839","4104","4079",261992.244,137781.851,0.526,1656.900,1814.174,2019.314,2158.704,2145.554,29.492,"1"
"533925531","8613",多摩川,"11","4436","4479","4509","4551","4501",262005.615,199594.144,0.762,3380.232,3412.998,3435.858,3467.862,3429.762,1.465,"1"
"533925532","8614",多摩川,"11","1971","2392","2420","2435","2520",262005.615,166863.404,0.637,1255.527,1523.704,1541.540,1551.095,1605.240,27.854,"1"
"533925533","8615",多摩川,"11","3194","2967","3043","3139","3262",261992.244,14461.525,0.055,175.670,163.185,167.365,172.645,179.410,2.129,"1"
"533925533","8615",多摩川,"11","3194","2967","3043","3139","3262",261992.244,20126.046,0.077,245.938,228.459,234.311,241.703,251.174,2.129,"1"
"533925534","8616",多摩川,"11","4121","3977","3580","4926","5422",261992.244,14461.808,0.055,226.655,218.735,196.900,270.930,298.210,31.570,"1"
"533925534","8616",多摩川,"11","4121","3977","3580","4926","5422",261992.244,2761.494,0.011,45.331,43.747,39.380,54.186,59.642,31.570,"1"
"533925534","8616",多摩川,"11","4121","3977","3580","4926","5422",261992.244,66533.989,0.254,1046.734,1010.158,909.320,1251.204,1377.188,31.570,"1"
"533925541","8617",多摩川,"11","4937","4561","4420","5615","5883",262005.615,87699.433,0.335,1653.895,1527.935,1480.700,1881.025,1970.805,19.161,"1"
"533925542","8618",多摩川,"11","3713","4658","4628","4869","5452",262005.615,1844.823,0.007,25.991,32.606,32.396,34.083,38.164,46.835,"1"
"533925543","8619",多摩川,"11","5142","4626","7784","7883","7431",261992.244,62731.442,0.239,1228.938,1105.614,1860.376,1884.037,1776.009,44.516,"1"
"533925543","8619",多摩川,"11","5142","4626","7784","7883","7431",261992.244,34698.607,0.132,678.744,610.632,1027.488,1040.556,980.892,44.516,"1"
"533925544","8620",多摩川,"11","4030","3879","4352","4350","4813",261992.244,16385.077,0.063,253.890,244.377,274.176,274.050,303.219,19.429,"1"
"533925552","8622",多摩川,"11","2110","1681","1388","2112","2139",262005.615,16385.913,0.063,132.930,105.903,87.444,133.056,134.757,1.374,"1"
"533925552","8622",多摩川,"11","2110","1681","1388","2112","2139",262005.615,1954.569,0.007,14.770,11.767,9.716,14.784,14.973,1.374,"1"
"533925584","8636",多摩川,"11","4588","5411","5361","5190","5495",261992.244,974.021,0.004,18.352,21.644,21.444,20.760,21.980,19.769,"1"
"533925591","8637",多摩川,"11","343","325","348","400","358",262005.615,14400.558,0.055,18.865,17.875,19.140,22.000,19.690,4.373,"1"
"533925591","8637",多摩川,"11","343","325","348","400","358",262005.615,11815.878,0.045,15.435,14.625,15.660,18.000,16.110,4.373,"1"
"533925591","8637",多摩川,"11","343","325","348","400","358",262005.615,2584.960,0.010,3.430,3.250,3.480,4.000,3.580,4.373,"1"
"533925592","8638",多摩川,"11","1253","1072","1101","1044","963",262005.615,58307.496,0.223,279.419,239.056,245.523,232.812,214.749,-23.144,"0"
"533925592","8638",多摩川,"11","1253","1072","1101","1044","963",262005.615,1274.584,0.005,6.265,5.360,5.505,5.220,4.815,-23.144,"0"
"533925593","8639",多摩川,"11","2795","2933","2910","3031","2833",261992.244,1958.739,0.007,19.565,20.531,20.370,21.217,19.831,1.360,"1"
