KEY_CODE,MESH1_ID,MESH2_ID,MESH3_ID,MESH4_ID,OBJ_ID
"523900001","5239","00","00","1","1"
"523900002","5239","00","00","2","2"
"523900003","5239","00","00","3","3"
"523900004","5239","00","00","4","4"
"523900011","5239","00","01","1","5"
"523900012","5239","00","01","2","6"
"523900013","5239","00","01","3","7"
"523900014","5239","00","01","4","8"
"523900021","5239","00","02","1","9"
"523900022","5239","00","02","2","10"
"523900023","5239","00","02","3","11"
"523900024","5239","00","02","4","12"
"523900031","5239","00","03","1","13"
"523900032","5239","00","03","2","14"
"523900033","5239","00","03","3","15"
"523900034","5239","00","03","4","16"
"523900041","5239","00","04","1","17"
"523900042","5239","00","04","2","18"
"523900043","5239","00","04","3","19"
"523900044","5239","00","04","4","20"
"523900051","5239","00","05","1","21"
"523900052","5239","00","05","2","22"
"523900053","5239","00","05","3","23"
"523900054","5239","00","05","4","24"
"523900061","5239","00","06","1","25"
"523900062","5239","00","06","2","26"
"523900063","5239","00","06","3","27"
"523900064","5239","00","06","4","28"
"523900071","5239","00","07","1","29"
"523900072","5239","00","07","2","30"
"523900073","5239","00","07","3","31"
"523900074","5239","00","07","4","32"
"523900081","5239","00","08","1","33"
"523900082","5239","00","08","2","34"
"523900083","5239","00","08","3","35"
"523900084","5239","00","08","4","36"
"523900091","5239","00","09","1","37"
"523900092","5239","00","09","2","38"
"523900093","5239","00","09","3","39"
"523900094","5239","00","09","4","40"
"523900101","5239","00","10","1","41"
"523900102","5239","00","10","2","42"
"523900103","5239","00","10","3","43"
"523900104","5239","00","10","4","44"
"523900111","5239","00","11","1","45"
"523900112","5239","00","11","2","46"
"523900113","5239","00","11","3","47"
"523900114","5239","00","11","4","48"
"523900121","5239","00","12","1","49"
"523900122","5239","00","12","2","50"
"523900123","5239","00","12","3","51"
"523900124","5239","00","12","4","52"
"523900131","5239","00","13","1","53"
"523900132","5239","00","13","2","54"
"523900133","5239","00","13","3","55"
"523900134","5239","00","13","4","56"
"523900141","5239","00","14","1","57"
"523900142","5239","00","14","2","58"
"523900143","5239","00","14","3","59"
"523900144","5239","00","14","4","60"
"523900151","5239","00","15","1","61"
"523900152","5239","00","15","2","62"
"523900153","5239","00","15","3","63"
"523900154","5239","00","15","4","64"
"523900161","5239","00","16","1","65"
"523900162","5239","00","16","2","66"
"523900163","5239","00","16","3","67"
"523900164","5239","00","16","4","68"
"523900171","5239","00","17","1","69"
"523900172","5239","00","17","2","70"
"523900173","5239","00","17","3","71"
"523900174","5239","00","17","4","72"
"523900181","5239","00","18","1","73"
"523900182","5239","00","18","2","74"
"523900183","5239","00","18","3","75"
"523900184","5239","00","18","4","76"
"523900191","5239","00","19","1","77"
"523900192","5239","00","19","2","78"
"523900193","5239","00","19","3","79"
"523900194","5239","00","19","4","80"
"523900201","5239","00","20","1","81"
"523900202","5239","00","20","2","82"
"523900203","5239","00","20","3","83"
"523900204","5239","00","20","4","84"
"523900211","5239","00","21","1","85"
"523900212","5239","00","21","2","86"
"523900213","5239","00","21","3","87"
"523900214","5239","00","21","4","88"
"523900221","5239","00","22","1","89"
"523900222","5239","00","22","2","90"
"523900223","5239","00","22","3","91"
"523900224","5239","00","22","4","92"
"523900231","5239","00","23","1","93"
"523900232","5239","00","23","2","94"
"523900233","5239","00","23","3","95"
"523900234","5239","00","23","4","96"
"523900241","5239","00","24","1","97"
"523900242","5239","00","24","2","98"
"523900243","5239","00","24","3","99"
"523900244","5239","00","24","4","100"
"523900251","5239","00","25","1","101"
"523900252","5239","00","25","2","102"
"523900253","5239","00","25","3","103"
"523900254","5239","00","25","4","104"
"523900261","5239","00","26","1","105"
"523900262","5239","00","26","2","106"
"523900263","5239","00","26","3","107"
"523900264","5239","00","26","4","108"
"523900271","5239","00","27","1","109"
"523900272","5239","00","27","2","110"
"523900273","5239","00","27","3","111"
"523900274","5239","00","27","4","112"
"523900281","5239","00","28","1","113"
"523900282","5239","00","28","2","114"
"523900283","5239","00","28","3","115"
"523900284","5239","00","28","4","116"
"523900291","5239","00","29","1","117"
"523900292","5239","00","29","2","118"
"523900293","5239","00","29","3","119"
"523900294","5239","00","29","4","120"
"523900301","5239","00","30","1","121"
"523900302","5239","00","30","2","122"
"523900303","5239","00","30","3","123"
"523900304","5239","00","30","4","124"
"523900311","5239","00","31","1","125"
"523900312","5239","00","31","2","126"
"523900313","5239","00","31","3","127"
"523900314","5239","00","31","4","128"
"523900321","5239","00","32","1","129"
"523900322","5239","00","32","2","130"
"523900323","5239","00","32","3","131"
"523900324","5239","00","32","4","132"
"523900331","5239","00","33","1","133"
"523900332","5239","00","33","2","134"
"523900333","5239","00","33","3","135"
"523900334","5239","00","33","4","136"
"523900341","5239","00","34","1","137"
"523900342","5239","00","34","2","138"
"523900343","5239","00","34","3","139"
"523900344","5239","00","34","4","140"
"523900351","5239","00","35","1","141"
"523900352","5239","00","35","2","142"
"523900353","5239","00","35","3","143"
"523900354","5239","00","35","4","144"
"523900361","5239","00","36","1","145"
"523900362","5239","00","36","2","146"
"523900363","5239","00","36","3","147"
"523900364","5239","00","36","4","148"
"523900371","5239","00","37","1","149"
"523900372","5239","00","37","2","150"
"523900373","5239","00","37","3","151"
"523900374","5239","00","37","4","152"
"523900381","5239","00","38","1","153"
"523900382","5239","00","38","2","154"
"523900383","5239","00","38","3","155"
"523900384","5239","00","38","4","156"
"523900391","5239","00","39","1","157"
"523900392","5239","00","39","2","158"
"523900393","5239","00","39","3","159"
"523900394","5239","00","39","4","160"
"523900401","5239","00","40","1","161"
"523900402","5239","00","40","2","162"
"523900403","5239","00","40","3","163"
"523900404","5239","00","40","4","164"
"523900411","5239","00","41","1","165"
"523900412","5239","00","41","2","166"
"523900413","5239","00","41","3","167"
"523900414","5239","00","41","4","168"
"523900421","5239","00","42","1","169"
"523900422","5239","00","42","2","170"
"523900423","5239","00","42","3","171"
"523900424","5239","00","42","4","172"
"523900431","5239","00","43","1","173"
"523900432","5239","00","43","2","174"
"523900433","5239","00","43","3","175"
"523900434","5239","00","43","4","176"
"523900441","5239","00","44","1","177"
"523900442","5239","00","44","2","178"
"523900443","5239","00","44","3","179"
"523900444","5239","00","44","4","180"
"523900451","5239","00","45","1","181"
"523900452","5239","00","45","2","182"
"523900453","5239","00","45","3","183"
"523900454","5239","00","45","4","184"
"523900461","5239","00","46","1","185"
