KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T000847001,T000847002,T000847003,T000847004,T000847005,T000847006,T000847007,T000847008,T000847009,T000847010,T000847011,T000847012,T000847013,T000847014,T000847015,T000847016,T000847017,T000847018,T000847019,T000847020,T000847021,T000847022,T000847023,T000847024,T000847025,T000847026,T000847027,T000847028,T000847029,T000847030,T000847031,T000847032,T000847033,T000847034,T000847035,T000847036,T000847037,T000847038,T000847039,T000847040,T000847041
,,,,Å@êlå˚ëçêî,Å@êlå˚ëçêîÅ@íj,Å@êlå˚ëçêîÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇQêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇRêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇSêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇTêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇUêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—ÇÃàÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃàÍî ê¢ë—êî,Å@äjâ∆ë∞ÇÃàÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃàÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@çÇóÓíPêgÇÃàÍî ê¢ë—êî,Å@çÇóÓïvïwÇÃÇ›ÇÃàÍî ê¢ë—êî
523800001,0,,,219,104,115,26,14,12,193,90,103,118,59,59,192,89,103,75,31,44,41,11,30,0,0,0,67,67,6,18,18,13,5,4,3,61,31,30,5,52,0,4,10
523800002,0,,,215,108,107,28,14,14,187,94,93,125,66,59,175,89,86,62,28,34,28,13,15,2,1,1,62,62,8,17,9,13,7,2,6,54,36,18,8,37,0,4,5
523800003,0,,,196,104,92,32,15,17,164,89,75,103,58,45,155,83,72,61,31,30,33,12,21,4,2,2,65,65,14,14,14,12,6,2,3,51,32,19,7,39,0,9,4
523800004,0,,,285,139,146,37,15,22,248,124,124,182,95,87,230,115,115,66,29,37,38,13,25,6,4,2,103,103,27,19,29,17,4,5,2,75,56,19,13,47,2,6,8
523800011,0,,,344,126,218,23,15,8,321,111,210,111,56,55,313,108,205,210,55,155,181,41,140,2,0,2,58,55,8,14,8,9,8,4,4,46,26,20,6,34,1,2,6
523800012,0,,,249,122,127,32,15,17,217,107,110,137,71,66,212,106,106,80,36,44,42,20,22,1,1,0,71,71,6,15,17,21,3,3,6,65,38,27,8,51,0,4,9
523800013,0,,,71,31,40,16,8,8,55,23,32,35,16,19,53,23,30,20,7,13,9,2,7,8,2,6,26,26,10,4,4,2,4,1,1,16,11,5,3,15,2,4,2
523800014,0,,,166,79,87,21,11,10,145,68,77,91,41,50,139,67,72,54,27,27,25,14,11,0,0,0,53,53,6,18,8,10,6,5,0,47,33,14,4,36,0,3,9
523800021,0,,,140,72,68,12,5,7,128,67,61,78,44,34,125,64,61,50,23,27,28,12,16,2,0,2,45,45,5,10,18,6,2,2,2,40,27,13,4,32,0,5,4
523800022,0,,,662,336,326,121,70,51,541,266,275,387,196,191,519,258,261,154,70,84,66,25,41,36,19,17,220,220,34,56,50,51,18,7,4,185,148,37,34,101,2,19,23
523800023,0,,,95,45,50,8,5,3,87,40,47,59,27,32,83,38,45,28,13,15,10,2,8,1,0,1,35,35,7,11,4,11,2,0,0,28,21,7,3,20,0,4,3
523800024,0,,,205,113,92,21,15,6,184,98,86,136,74,62,179,98,81,48,24,24,20,10,10,22,18,4,96,96,42,23,16,10,2,2,1,53,44,9,6,30,23,5,13
523800031,0,,,534,273,261,85,47,38,449,226,223,295,157,138,435,217,218,154,69,85,77,36,41,22,8,14,183,183,30,60,35,29,15,10,4,151,114,37,21,95,3,8,29
523800032,0,,,648,325,323,78,46,32,570,279,291,389,200,189,545,267,278,181,79,102,76,36,40,39,22,17,239,239,51,78,49,26,24,7,4,186,146,40,26,115,13,10,32
523800033,0,,,430,192,238,56,28,28,374,164,210,261,111,150,357,155,202,113,53,60,65,26,39,49,1,48,182,182,70,48,23,21,12,5,3,112,83,29,11,74,41,11,21
523800034,0,,,215,92,123,51,19,32,164,73,91,120,59,61,151,64,87,44,14,30,30,7,23,36,8,28,73,72,26,7,11,22,6,0,0,45,40,5,22,12,16,1,3
523800041,0,,,508,238,270,103,50,53,397,184,213,316,157,159,366,171,195,81,27,54,32,9,23,80,36,44,192,192,57,42,40,34,9,5,5,133,112,21,30,61,6,24,9
523800042,0,,,129,67,62,12,3,9,117,64,53,77,42,35,115,62,53,40,22,18,23,12,11,0,0,0,42,42,2,16,10,8,4,1,1,39,27,12,3,28,0,1,8
523800043,0,,,424,228,196,31,16,15,388,207,181,263,143,120,370,195,175,125,64,61,44,17,27,12,6,6,171,171,56,35,42,24,8,6,0,113,87,26,8,83,21,13,18
523800044,0,,,32,16,16,0,0,0,32,16,16,22,10,12,29,15,14,10,6,4,3,2,1,0,0,0,9,9,1,1,4,1,0,1,1,8,4,4,0,7,0,1,0
523800051,0,,,77,42,35,11,6,5,66,36,30,48,25,23,62,34,28,18,11,7,9,6,3,9,4,5,27,27,10,4,7,0,1,3,2,17,11,6,2,9,3,0,2
523800052,1,,523800053,16,8,8,3,1,2,17,9,8,16,8,8,15,8,7,1,1,0,1,1,0,0,0,0,4,4,0,0,0,5,0,0,0,5,4,1,0,1,0,0,0
523800053,2,523800052,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
523800061,0,,,39,24,15,5,4,1,34,20,14,30,19,11,29,17,12,4,1,3,1,0,1,13,9,4,17,17,7,3,3,3,1,0,0,9,7,2,1,3,1,0,1
523800062,0,,,24,11,13,3,1,2,21,10,11,14,8,6,19,9,10,7,2,5,3,0,3,3,2,1,7,7,1,1,3,1,0,0,1,6,3,3,1,5,0,0,0
523800072,2,523800073,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
523800073,1,,523800072;523800074,268,130,138,21,10,11,257,125,132,158,80,78,247,120,127,99,45,54,62,26,36,1,0,1,78,78,14,16,15,17,7,5,7,67,27,40,5,66,0,8,5
523800074,2,523800073,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
523800081,0,,,74,74,0,0,0,0,74,74,0,74,74,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523800082,1,,523800084,34,14,20,8,4,4,68,25,43,25,11,14,63,22,41,43,14,29,37,11,26,2,1,1,9,9,0,2,3,3,2,0,1,10,7,3,1,4,0,0,0
523800083,0,,,17,8,9,1,0,1,16,8,8,7,4,3,15,8,7,9,4,5,5,3,2,4,2,2,6,6,0,4,0,1,1,0,0,6,3,3,0,6,0,0,2
523800084,2,523800082,,47,17,30,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
523800091,0,,,168,76,92,15,7,8,153,69,84,99,45,54,147,65,82,54,24,30,33,13,20,0,0,0,52,52,8,12,13,9,3,3,4,44,25,19,7,36,0,4,8
523800092,0,,,62,32,30,4,3,1,58,29,29,34,16,18,56,28,28,24,13,11,14,7,7,0,0,0,13,13,0,1,2,2,5,2,1,13,2,11,1,13,0,0,0
523800093,0,,,142,72,70,13,8,5,129,64,65,81,41,40,123,60,63,48,23,25,24,9,15,0,0,0,49,49,12,15,6,8,3,1,4,36,22,14,2,33,0,5,6
523800094,0,,,93,48,45,9,6,3,84,42,42,57,29,28,78,41,37,27,13,14,18,9,9,0,0,0,24,24,4,5,1,4,6,1,3,20,10,10,3,16,0,3,1
523800101,1,,523800103;523800104,352,181,171,43,21,22,317,165,152,214,115,99,299,152,147,103,50,53,40,20,20,15,8,7,117,117,19,30,31,15,16,8,0,98,71,27,11,66,4,9,17
523800102,0,,,149,71,78,25,8,17,124,63,61,79,40,39,117,59,58,45,23,22,21,9,12,1,0,1,45,45,6,9,11,12,2,3,2,39,28,11,8,25,0,3,4
523800103,2,523800101,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
523800104,2,523800101,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
523800111,1,,523800112,60,30,30,9,6,3,54,26,28,44,22,22,49,22,27,10,4,6,5,1,4,0,0,0,19,19,2,6,7,5,0,0,1,17,13,4,5,7,0,0,1
523800112,2,523800111,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
523800122,0,,,142,72,70,19,11,8,123,61,62,81,40,41,114,56,58,42,21,21,22,10,12,0,0,0,40,40,2,12,8,8,5,2,3,38,23,15,5,27,0,2,8
523800123,2,523800124,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
523800124,1,,523800123,170,83,87,16,6,10,158,79,79,101,51,50,151,74,77,57,28,29,24,10,14,3,2,1,57,57,2,22,18,10,4,1,1,56,45,11,2,36,0,1,11
523800131,0,,,171,92,79,27,14,13,141,77,64,112,66,46,132,72,60,29,11,18,19,7,12,5,4,1,61,61,24,9,8,9,4,3,4,37,23,14,7,20,9,2,5
523800132,0,,,428,215,213,53,30,23,375,185,190,282,146,136,355,176,179,93,39,54,34,10,24,11,5,6,137,137,11,40,41,20,18,5,2,125,92,33,10,60,0,8,7
523800133,0,,,152,75,77,18,10,8,134,65,69,92,45,47,128,61,67,42,20,22,25,13,12,18,8,10,52,52,8,20,8,6,6,2,2,44,31,13,5,26,0,4,7
523800134,0,,,223,113,110,33,19,14,190,94,96,138,70,68,182,90,92,52,24,28,23,11,12,5,2,3,60,60,7,11,10,12,9,8,3,53,32,21,11,32,0,3,5
523800141,0,,,360,190,170,36,22,14,323,167,156,229,125,104,305,157,148,94,42,52,47,17,30,8,3,5,113,113,8,42,20,21,12,6,4,104,66,38,9,64,0,2,17
523800142,0,,,216,108,108,33,21,12,183,87,96,118,57,61,180,85,95,65,30,35,32,12,20,6,3,3,63,63,7,17,13,11,3,8,4,55,26,29,8,45,0,3,6
523800143,0,,,52,23,29,8,3,5,44,20,24,22,7,15,43,20,23,22,13,9,8,5,3,1,0,1,15,15,1,3,5,2,2,2,0,14,8,6,2,12,0,0,2
523800144,0,,,211,110,101,23,9,14,188,101,87,119,65,54,180,96,84,69,36,33,38,18,20,0,0,0,63,63,9,11,18,14,3,3,5,54,26,28,3,46,0,5,6
523800151,0,,,147,83,64,25,13,12,122,70,52,98,57,41,112,63,49,24,13,11,3,2,1,10,6,4,64,64,23,21,8,4,7,0,1,40,37,3,7,14,5,2,7
523800152,0,,,68,31,37,10,5,5,58,26,32,35,16,19,56,25,31,23,10,13,13,5,8,0,0,0,16,16,0,4,2,3,3,2,2,16,7,9,4,12,0,0,3
523800153,0,,,514,250,264,52,23,29,461,226,235,358,185,173,429,212,217,103,41,62,46,16,30,132,65,67,229,229,105,46,38,17,13,4,6,123,101,22,18,70,27,15,17
523800154,0,,,11,6,5,0,0,0,11,6,5,6,3,3,11,6,5,5,3,2,4,2,2,0,0,0,5,5,0,4,1,0,0,0,0,5,5,0,0,3,0,0,3
523800162,0,,,75,41,34,13,9,4,62,32,30,38,17,21,61,32,29,24,15,9,11,5,6,0,0,0,24,24,4,9,5,0,2,2,2,20,14,6,4,14,0,2,3
523800163,0,,,12,6,6,1,1,0,11,5,6,4,2,2,9,4,5,7,3,4,3,1,2,0,0,0,5,5,1,3,0,0,1,0,0,4,4,0,0,4,0,1,3
523800164,0,,,199,100,99,25,14,11,173,85,88,112,58,54,163,80,83,61,27,34,38,16,22,7,3,4,61,61,16,11,10,8,6,4,6,45,24,21,6,38,0,3,7
523800171,0,,,108,58,50,21,13,8,87,45,42,64,33,31,82,43,39,23,12,11,13,7,6,15,9,6,30,30,5,6,5,3,5,3,3,24,13,11,6,19,1,2,1
523800172,1,,523800173,133,61,72,20,7,13,114,55,59,66,31,35,105,52,53,48,24,24,17,8,9,8,4,4,39,39,5,11,7,8,2,5,2,35,21,14,3,29,1,3,10
523800173,2,523800172,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
523800174,0,,,316,157,159,52,21,31,264,136,128,198,105,93,240,120,120,66,31,35,33,17,16,27,13,14,101,101,16,22,24,22,9,5,3,84,65,19,10,44,0,7,6
523800181,0,,,395,191,204,53,26,27,342,165,177,238,111,127,307,153,154,104,54,50,55,25,30,29,11,18,121,119,25,26,18,20,15,7,8,90,56,34,12,63,0,8,12
523800182,0,,,50,26,24,4,2,2,46,24,22,26,15,11,44,22,22,20,9,11,11,6,5,10,6,4,19,19,2,9,5,0,3,0,0,17,14,3,0,12,0,1,5
523800183,0,,,135,72,63,22,11,11,113,61,52,75,44,31,106,57,49,38,17,21,11,5,6,13,4,9,46,46,10,9,14,6,4,2,1,35,27,8,8,24,1,2,6
523800184,0,,,26,12,14,4,1,3,22,11,11,13,6,7,22,11,11,9,5,4,6,3,3,1,0,1,9,9,2,2,3,1,0,0,1,7,4,3,1,6,0,1,2
523800191,0,,,168,79,89,24,14,10,144,65,79,89,42,47,138,61,77,55,23,32,30,7,23,4,2,2,51,51,10,9,12,8,4,5,3,41,20,21,9,39,0,7,7
523800192,0,,,81,38,43,9,7,2,72,31,41,47,20,27,66,31,35,25,11,14,14,7,7,0,0,0,22,22,1,4,8,3,1,4,1,21,12,9,1,15,0,1,3
523800193,0,,,64,28,36,26,15,11,38,13,25,37,13,24,31,10,21,1,0,1,0,0,0,1,1,0,18,18,0,4,3,9,1,1,0,18,17,1,8,1,0,0,0
523800194,0,,,25,13,12,8,5,3,17,8,9,15,7,8,16,8,8,2,1,1,1,0,1,0,0,0,8,8,1,1,2,4,0,0,0,7,6,1,3,2,0,1,0
523800201,2,523800202,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
523800202,1,,523800201,29,14,15,7,4,3,26,12,14,17,8,9,26,12,14,9,4,5,8,4,4,1,1,0,8,8,1,3,0,2,0,3,0,8,5,3,4,5,0,0,3
523800204,0,,,58,28,30,9,5,4,49,23,26,34,16,18,45,20,25,15,7,8,7,2,5,0,0,0,13,13,0,3,1,3,1,3,2,13,3,10,3,11,0,0,0
523800221,2,523800222,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
523800222,1,,523800221,80,36,44,4,3,1,82,37,45,23,13,10,81,37,44,59,24,35,39,13,26,1,0,1,13,12,1,2,4,3,0,3,0,12,5,7,2,9,0,0,2
523800224,0,,,48,17,31,10,2,8,38,15,23,30,12,18,34,15,19,8,3,5,5,2,3,0,0,0,11,11,0,1,3,1,5,0,1,11,6,5,2,5,0,0,0
523800231,0,,,56,31,25,10,8,2,46,23,23,34,19,15,44,22,22,12,4,8,7,3,4,0,0,0,15,15,0,6,2,2,1,3,1,15,10,5,2,8,0,0,2
523800232,0,,,70,32,38,11,5,6,59,27,32,36,17,19,58,27,31,23,10,13,10,3,7,1,0,1,22,22,2,8,4,4,2,1,1,19,12,7,2,15,0,2,3
523800233,0,,,74,20,54,9,5,4,65,15,50,15,7,8,65,15,50,50,8,42,44,5,39,0,0,0,8,7,0,2,1,1,1,1,1,7,4,3,1,4,0,0,1
523800234,0,,,18,9,9,0,0,0,18,9,9,11,5,6,17,9,8,7,4,3,6,3,3,0,0,0,5,5,0,1,2,1,0,1,0,5,2,3,0,5,0,0,0
523800241,0,,,109,41,68,11,5,6,98,36,62,32,18,14,94,32,62,66,18,48,51,11,40,0,0,0,22,20,0,8,4,3,2,2,1,20,12,8,4,15,0,0,6
523800242,0,,,154,84,70,7,2,5,147,82,65,93,61,32,142,79,63,54,21,33,28,7,21,1,0,1,65,65,24,16,12,7,4,0,2,40,25,15,2,33,13,2,6
523800243,0,,,62,30,32,3,3,0,59,27,32,37,18,19,55,26,29,22,9,13,18,7,11,0,0,0,17,17,1,3,3,7,1,1,1,16,8,8,1,14,0,1,3
523800244,0,,,76,43,33,7,4,3,68,38,30,50,29,21,63,37,26,18,9,9,11,5,6,10,6,4,26,26,5,8,5,3,3,1,1,21,15,6,2,11,3,0,1
523800251,0,,,184,96,88,27,16,11,157,80,77,118,64,54,149,74,75,39,16,23,15,6,9,20,9,11,71,71,16,19,19,13,3,1,0,54,45,9,10,28,4,4,5
523800252,0,,,25,13,12,6,3,3,19,10,9,15,7,8,18,10,8,4,3,1,0,0,0,0,0,0,7,7,2,2,0,1,1,0,1,5,3,2,2,4,0,2,0
523800253,0,,,159,77,82,25,14,11,131,61,70,115,51,64,128,60,68,16,10,6,2,1,1,33,7,26,94,94,62,13,7,10,2,0,0,31,29,2,11,13,35,6,4
523800254,0,,,117,65,52,13,8,5,104,57,47,77,46,31,99,53,46,27,11,16,16,5,11,3,1,2,32,32,2,7,6,9,4,1,3,29,17,12,6,20,0,1,3
523800261,0,,,65,28,37,13,5,8,52,23,29,35,17,18,47,21,26,17,6,11,8,1,7,2,1,1,17,17,3,1,4,3,2,2,2,14,5,9,3,10,0,0,1
523800262,0,,,14,8,6,1,0,1,13,8,5,10,7,3,10,6,4,3,1,2,2,0,2,0,0,0,4,4,0,1,0,3,0,0,0,4,3,1,0,3,0,0,0
523800263,0,,,195,103,92,20,14,6,175,89,86,128,66,62,166,86,80,47,23,24,23,12,11,0,0,0,58,58,8,11,13,10,12,2,2,47,30,17,3,32,0,5,3
523800264,0,,,52,26,26,5,2,3,47,24,23,33,19,14,47,24,23,14,5,9,9,2,7,0,0,0,24,24,14,2,4,1,1,1,1,10,5,5,1,11,1,4,0
523800271,0,,,269,120,149,27,16,11,242,104,138,178,71,107,233,101,132,64,33,31,26,11,15,46,6,40,121,121,48,36,18,11,2,2,4,73,62,11,7,43,28,5,14
523800272,0,,,660,327,333,80,34,46,579,292,287,428,219,209,539,275,264,151,73,78,69,32,37,58,30,28,204,204,23,50,54,37,22,13,5,179,127,52,17,98,0,9,21
523800273,0,,,138,74,64,36,24,12,102,50,52,76,37,39,94,46,48,26,13,13,6,3,3,23,12,11,37,37,1,10,8,5,8,3,2,36,28,8,5,18,0,1,6
523800274,0,,,61,30,31,7,1,6,54,29,25,45,24,21,52,28,24,9,5,4,4,1,3,5,3,2,18,18,0,6,6,3,1,0,2,17,12,5,1,5,0,0,2
523800281,0,,,30,14,16,3,1,2,27,13,14,16,8,8,27,13,14,11,5,6,8,4,4,2,1,1,8,8,0,4,0,1,1,1,1,8,4,4,0,6,0,0,1
523800282,0,,,110,50,60,19,7,12,91,43,48,56,25,31,91,43,48,35,18,17,21,9,12,0,0,0,31,31,4,7,3,10,2,2,3,27,14,13,4,22,0,2,4
523800283,0,,,112,48,64,16,7,9,96,41,55,58,25,33,94,41,53,38,16,22,21,10,11,7,3,4,34,34,4,11,5,6,4,2,2,30,17,13,4,25,0,3,5
523800284,0,,,138,64,74,21,9,12,117,55,62,80,36,44,110,54,56,37,19,18,24,11,13,4,1,3,42,42,3,12,9,9,6,3,0,38,29,9,5,22,0,2,7
523800292,0,,,51,24,27,2,1,1,49,23,26,27,15,12,48,22,26,22,8,14,11,3,8,0,0,0,16,16,0,7,4,2,2,0,1,16,10,6,0,15,0,0,0
523800293,0,,,11,6,5,3,2,1,8,4,4,8,4,4,6,3,3,0,0,0,0,0,0,0,0,0,4,4,0,2,1,1,0,0,0,4,4,0,1,0,0,0,0
523800294,0,,,23,10,13,2,1,1,21,9,12,11,5,6,21,9,12,10,4,6,6,3,3,0,0,0,7,7,1,2,2,0,1,0,1,6,4,2,1,5,0,0,1
523800302,0,,,23,10,13,2,1,1,21,9,12,15,6,9,21,9,12,6,3,3,6,3,3,0,0,0,6,6,0,1,2,1,1,1,0,6,2,4,0,4,0,0,1
523800304,1,,523800313;523800411,16,9,7,4,2,2,25,13,12,15,8,7,25,13,12,10,5,5,5,2,3,0,0,0,4,4,0,5,0,1,1,0,1,8,5,3,2,7,0,0,1
523800313,2,523800304,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
523800322,0,,,63,36,27,8,6,2,55,30,25,33,19,14,51,26,25,22,11,11,9,5,4,0,0,0,21,21,5,6,3,4,0,1,2,16,12,4,1,14,0,3,6
523800331,0,,,65,32,33,8,3,5,57,29,28,34,17,17,55,27,28,23,12,11,14,6,8,0,0,0,20,20,2,5,4,6,2,0,1,18,10,8,1,14,0,2,2
523800332,0,,,103,50,53,10,5,5,93,45,48,57,29,28,91,45,46,36,16,20,21,9,12,1,0,1,32,32,3,8,8,8,2,3,0,29,15,14,4,22,0,0,5
523800333,0,,,13,8,5,0,0,0,13,8,5,6,3,3,13,8,5,7,5,2,6,5,1,1,0,1,4,4,0,1,1,2,0,0,0,4,1,3,0,3,0,0,0
523800334,0,,,137,67,70,19,11,8,118,56,62,75,38,37,115,55,60,43,18,25,21,8,13,0,0,0,48,48,9,11,12,13,1,1,1,38,26,12,4,32,0,7,4
523800341,0,,,223,115,108,27,15,12,196,100,96,140,70,70,191,98,93,56,30,26,24,11,13,4,1,3,61,61,5,15,13,13,5,3,7,56,36,20,8,36,0,2,6
523800342,0,,,27,17,10,7,5,2,19,11,8,16,9,7,17,10,7,3,2,1,2,1,1,15,9,6,7,7,2,0,0,3,0,1,1,5,3,2,3,2,0,1,0
523800343,0,,,70,32,38,7,2,5,63,30,33,36,18,18,62,29,33,27,12,15,14,5,9,2,1,1,20,20,0,9,2,4,1,3,1,20,9,11,2,17,0,0,3
523800344,0,,,185,96,89,17,9,8,168,87,81,93,51,42,166,87,79,75,36,39,42,18,24,8,4,4,62,62,6,25,12,10,4,3,2,56,34,22,7,44,0,4,13
523800351,2,523800353,,12,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
523800352,1,,523800354,313,163,150,34,20,14,282,145,137,194,103,91,264,137,127,88,42,46,44,20,24,1,0,1,105,105,21,22,23,28,7,6,0,86,57,29,11,58,4,4,14
523800353,1,,523800351,117,52,65,24,9,15,105,49,56,75,37,38,96,44,52,30,12,18,18,6,12,1,0,1,34,34,7,8,6,5,4,3,4,30,18,12,6,20,0,3,3
523800354,2,523800352,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
523800361,0,,,516,266,250,61,29,32,454,236,218,332,181,151,423,220,203,122,55,67,72,31,41,24,11,13,155,155,22,32,39,29,14,11,8,130,81,49,21,83,0,9,9
523800362,0,,,186,91,95,19,11,8,167,80,87,115,59,56,160,75,85,52,21,31,24,11,13,4,3,1,56,56,4,13,15,13,8,2,1,52,34,18,7,33,0,2,5
523800363,0,,,313,153,160,59,30,29,254,123,131,172,82,90,236,116,120,82,41,41,34,16,18,51,24,27,100,100,15,26,23,21,7,1,7,82,61,21,15,51,1,7,16
523800364,0,,,458,244,214,59,30,29,398,213,185,277,152,125,379,200,179,121,61,60,59,25,34,38,22,16,164,164,46,34,32,25,16,10,1,117,83,34,15,81,7,13,16
523800371,0,,,385,171,214,57,28,29,327,143,184,247,112,135,301,129,172,80,31,49,31,10,21,83,38,45,161,161,51,48,29,21,7,3,2,105,83,22,16,56,6,17,12
523800372,0,,,567,295,272,102,60,42,462,233,229,388,207,181,431,212,219,74,26,48,50,17,33,93,47,46,195,195,54,38,38,36,11,8,10,138,98,40,32,50,13,7,3
523800373,0,,,667,353,314,113,64,49,553,288,265,403,217,186,527,273,254,150,71,79,65,30,35,147,84,63,256,256,62,80,56,32,15,5,6,193,159,34,33,106,12,20,34
523800374,0,,,368,187,181,58,25,33,310,162,148,229,119,110,293,151,142,81,43,38,33,19,14,40,21,19,122,122,22,32,26,20,12,7,3,100,78,22,14,55,1,9,8
523800381,0,,,151,78,73,23,14,9,128,64,64,89,46,43,124,63,61,39,18,21,22,7,15,6,3,3,44,44,7,13,7,4,5,3,5,36,22,14,7,27,1,4,3
523800382,0,,,124,63,61,20,12,8,104,51,53,65,35,30,98,47,51,39,16,23,21,9,12,5,3,2,36,36,5,9,4,8,4,5,1,31,18,13,1,23,0,2,6
523800383,0,,,103,50,53,18,9,9,85,41,44,56,28,28,82,39,43,29,13,16,12,6,6,4,3,1,32,32,5,11,3,5,4,1,3,27,16,11,7,19,1,2,5
523800384,0,,,76,37,39,1,0,1,75,37,38,47,23,24,72,36,36,28,14,14,11,6,5,0,0,0,26,26,1,12,4,6,3,0,0,25,16,9,1,18,0,1,3
523800391,1,,523800392,17,9,8,3,1,2,20,12,8,13,8,5,20,12,8,7,4,3,5,2,3,0,0,0,5,5,0,3,1,2,0,1,0,7,2,5,1,5,0,0,0
523800392,2,523800391,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
523800393,0,,,91,50,41,27,18,9,64,32,32,53,26,27,59,28,31,11,6,5,5,3,2,5,3,2,24,24,0,4,4,10,5,1,0,24,19,5,4,6,0,0,1
523800394,0,,,30,16,14,0,0,0,30,16,14,17,9,8,30,16,14,13,7,6,7,3,4,0,0,0,8,8,0,2,2,2,1,0,1,8,4,4,0,7,0,0,1
